,RRIntervals,Time,Flag
1723,0.771,1370.379999999999,0
1724,0.813,1371.150999999999,0
1725,0.777,1371.963999999999,0
1726,0.789,1372.740999999999,0
1727,0.812,1373.529999999999,0
1728,0.819,1374.341999999999,0
1729,0.769,1375.160999999999,0
1730,0.78,1375.929999999999,0
1731,0.806,1376.709999999999,5
1732,0.811,1377.515999999999,5
1733,0.739,1378.3269999999989,5
1734,0.791,1379.065999999999,5
1735,0.813,1379.8569999999988,5
1736,0.752,1380.669999999999,5
1737,0.803,1381.421999999999,5
1738,0.811,1382.224999999999,5
1739,0.769,1383.035999999999,5
1740,0.765,1383.804999999999,5
1741,0.766,1384.569999999999,5
1742,0.762,1385.335999999999,5
1743,0.716,1386.097999999999,5
1744,0.706,1386.813999999999,5
1745,0.729,1387.5199999999988,5
1746,0.727,1388.248999999999,5
1747,0.711,1388.975999999999,5
1748,0.672,1389.686999999999,5
1749,0.679,1390.358999999999,5
